player_code,last_season,full_name,team,shirt_number,position,height,birthdate,nationality
000074,2008,"GOMIS, ANTOINE",Le Mans,4,Forward,2.05,1989-04-02,France
001216,2010,"GOMIS, JOSEPH",Spirou Charleroi,5,Guard,,1978-07-02,France
AWN,2015,"GONLUM, KEREM",Pinar Karsiyaka Izmir,21,Center,2.08,1977-11-22,Turkey
007437,2016,"GONTIKAS, KONSTANTINOS",Panathinaikos Superfoods Athens,17,Center,2.06,1994-03-15,Greece
KOY,2005,"GONZALEZ DE LAS CUEVAS, OSCAR",,,,,1977-07-12,Spain
003653,2011,"GONZALEZ, ADRIAN",Gescrap Bilbao Basket,0,,,1990-12-03,Spain
008032,2019,"GONZALEZ, MIGUEL",KIROLBET Baskonia Vitoria-Gasteiz,5,Guard,2.01,1999-03-20,Spain
AUY,2001,"GONZALEZ, RICARDO",,,,,1753-01-01,
004324,2013,"GORBENKO, SERGIY",Budivelnik Kiev,10,Forward,2.02,1985-07-30,Ukraine
000531,2018,"GORDIC, NEMANJA",Buducnost VOLI Podgorica,10,Guard,1.93,1988-09-25,Serbia
004230,2012,"GORDON, DREW",Partizan mt:s Belgrade,32,Forward,2.04,1990-07-12,United States of America
001867,2015,"GORDON, JAMON",Darussafaka Dogus Istanbul,22,Guard,1.91,1984-07-18,United States of America
001310,2013,"GORDON, JAMONT",Galatasaray Liv Hospital Istanbul,5,Guard,1.94,1987-03-16,United States of America
AUC,2007,"GOREE, MARCUS",CSKA Moscow,22,Forward,2.03,1977-10-11,United States of America
BPV,2007,"GORENC, BORIS",Union Olimpija,10,Guard,1.95,1973-12-03,Slovenia
KGG,2007,"GOROSPE, GAIZKA",Tau Ceramica Vitoria-Gasteiz,0,,1.88,1986-09-04,Spain
CSQ,2006,"GORTAT, MARCIN",RheinEnergie,13,Center,2.14,1984-02-17,Poland
005944,2014,"GOSPODAREK, MICHAEL",PGE Turow Zgorzelec,11,Guard,1.86,1991-11-30,Poland
004903,2017,"GOUDELOCK, ANDREW",AX Armani Exchange Olimpia Milan,0,Guard,1.91,1988-12-07,United States of America
JJP,2004,"GOUEZ, OLIVIER",Asvel Basket,15,Center,2.18,1984-06-24,France
BCO,2006,"GRANGER, ANTONIO",Efes Pilsen,21,Guard,2.01,1976-06-06,United States of America
003024,2021,"GRANGER, JAYSON",Bitci Baskonia Vitoria-Gasteiz,11,Guard,1.89,1989-09-15,Italy
010037,2020,"GRANJA, IAN",FC Barcelona,57,Guard,1.99,2003-03-07,Spain
011204,2021,"GRANT, JERIAN",AX Armani Exchange Milan,10,Guard,1.96,1992-10-09,United States of America
003438,2011,"GRANT, KENNETH",SLUC Nancy,6,Guard,1.88,1982-03-16,Sweden
008250,2020,"GRANT, SASHA",FC Bayern Munich,44,Forward,1.98,2002-02-15,Italy
LBF,2005,"GRANT, TYRONE",AJ Milano,14,Forward,2.02,1977-01-24,United States of America
009040,2020,"GRAVAGHI, FRANCESCO",AX Armani Exchange Milan,6,Guard,1.95,2003-02-28,Italy
001934,2009,"GRAVES, ANTONIO",Cibona,22,Guard,1.91,1985-04-17,United States of America
010549,2021,"GRAY, ROB",AS Monaco,32,Guard,1.86,1994-04-03,United States of America
BBJ,2001,"GRAZIANO, ROBERTO",,,,,1984-11-05,Italy
KSD,2005,"GRBESIC, DAVID",,,,,1979-09-05,Croatia
003326,2014,"GREEN, CALEB",Unicaja Malaga,30,Forward,2.03,1985-07-10,United States of America
003457,2011,"GREEN, DANNY",Union Olimpija Ljubljana,14,Guard,1.98,1987-06-22,United States of America
LTR,2006,"GREEN, DEVIN",RheinEnergie,21,Forward,2.01,1982-10-25,United States of America
005159,2018,"GREEN, ERICK",Fenerbahce Beko Istanbul,1,Guard,1.9,1992-05-09,United States of America
009037,2018,"GREEN, GARLON",Khimki Moscow Region,7,Guard,2.01,1991-01-11,United States of America
001273,2012,"GREEN, MARQUES",Cedevita Zagreb,44,Guard,1.65,1982-03-18,United States of America
KNY,2005,"GREEN, NATHAN",Climamio Bologna,12,Guard,1.95,1977-12-02,United States of America
JGM,2010,"GREEN, YANIV",Maccabi Electra Tel Aviv,9,Center,2.06,1980-05-16,Israel
JTH,2010,"GREENE, BRIAN",Spirou Charleroi,9,Forward,2.03,1981-08-30,United States of America
KOO,2013,"GREENE, DEMOND",FC Bayern Munich,24,Guard,,1979-06-15,Germany
KNA,2008,"GREER, JEFF",SLUC Nancy,8,Forward,1.95,1979-11-30,Dominican Republic
CRR,2011,"GREER, LYNN",Unics Kazan,13,Guard,1.86,1979-10-23,United States of America
KMZ,2013,"GREER, RICARDO",Strasbourg,14,Forward,1.96,1977-08-18,Dominican Republic
KOJ,2011,"GREGORY, KENNY",SLUC Nancy,20,Forward,1.97,1978-11-16,United States of America
BSK,2002,"GREGOV, ALAN",Idea Slask,8,Guard,1.91,1970-04-01,Croatia
AHG,2000,"GREY, ROBIN",Opel Skyliners,8,Guard,1.96,1976-08-09,Germany
ATU,2005,"GRGAT, IVAN",,,,2.11,1974-09-22,Croatia
CUC,2003,"GRGUREVIC, ANTE",KRKA Novo Mesto,13,Guard,2.0,1975-08-13,Croatia
BBA,2001,"GRIFFIN, ALLEN",Union Olimpija,15,Guard,1.86,1978-05-24,United States of America
AKY,2003,"GRIFFITH, RASHARD",Lottomatica Roma,5,Center,2.11,1974-10-08,United States of America
002328,2021,"GRIGONIS, MARIUS",CSKA Moscow,40,Guard,1.98,1994-04-26,Lithuania
003568,2013,"GRIGORYEV, MAXIM",Lokomotiv Kuban Krasnodar,4,Guard,1.95,1990-04-25,Russian Federation
ASC,2005,"GRIMAU, JORDI",Tau Ceramica Vitoria-Gasteiz,15,Forward,1.99,1983-06-17,Spain
BKE,2011,"GRIMAU, ROGER",Gescrap Bilbao Basket,44,Guard,1.96,1978-07-14,Spain
001470,2008,"GRUM, LUKA",Union Olimpija,0,,1.96,1992-01-31,Slovenia
ATD,2001,"GRUM, SAMO",KRKA Novo Mesto,10,Guard,1.94,1979-05-17,Slovenia
ARG,2006,"GRUNHEID, GUIDO",RheinEnergie,31,Forward,2.06,1982-10-25,Germany
007017,2015,"GRUSHCHENKO, ROMAN",Lokomotiv Kuban Krasnodar,22,Forward,2.05,1995-04-18,Russian Federation
005004,2015,"GRUSZECKI, KAROL",Stelmet Zielona Gora,33,Guard,1.96,1989-11-04,Poland
001097,2014,"GUARDIA, DAVID",Valencia Basket,51,Forward,2.0,1990-03-14,Spain
KLS,2019,"GUBANOV, PETR",Khimki Moscow Region,15,Forward,2.07,1987-04-03,Russian Federation
003120,2021,"GUDAITIS, ARTURAS",Zenit St Petersburg,77,Center,2.08,1993-06-19,Lithuania
002439,2013,"GUDUMAK, ALEKSANDR",CSKA Moscow,6,Forward,2.04,1993-07-03,Russian Federation
004004,2021,"GUDURIC, MARKO",Fenerbahce Beko Istanbul,23,Guard,1.96,1995-03-08,Serbia
BAQ,2001,"GUEDEGBE, DENAPOKA",,,,,1753-01-01,
001706,2013,"GUINN, R.T.",Stelmet Zielona Gora,34,Center,2.08,1981-02-10,United States of America
LGO,2007,"GULAY, ZEKI",Fenerbahce Ulker,14,Center,2.05,1972-08-15,Turkey
AWQ,2012,"GULER, MURATCAN",Besiktas JK Istanbul,5,Guard,1.92,1980-02-25,Turkey
000494,2018,"GULER, SINAN",Fenerbahce Beko Istanbul,32,Guard,1.92,1983-11-08,Turkey
BDW,2006,"GULYAS, ROBERT",Unicaja Malaga,18,Center,2.13,1974-07-28,Hungary
ABC,2007,"GUROVIC, MILAN",Prokom Trefl Sopot,15,Forward,2.07,1976-06-17,Serbia
009537,2021,"GUSIC, MARKO",Crvena Zvezda mts Belgrade,1,Guard,1.97,2002-08-06,Serbia
ACR,2003,"GUSTAS, GIEDRIUS",Zalgiris,5,Guard,1.9,1980-03-04,Lithuania
AMB,2000,"GUTIERREZ, JAVIER",Adecco Estudiantes,,Forward,2.02,1979-01-06,Spain
004996,2015,"GUVEN, EGEMEN",Pinar Karsiyaka Izmir,9,Center,2.06,1996-09-25,Turkey
BUP,2003,"GUYTON, AJ",Skipper Fortitudo Bologna,18,Guard,1.87,1978-02-12,United States of America
003285,2011,"GVERIC, BORIS",Union Olimpija Ljubljana,0,Center,2.07,1991-02-10,
007355,2016,"HACIYEVA, ORHAN",Galatasaray Odeabank Istanbul,14,Forward,2.03,1989-10-01,Turkey
001844,2021,"HACKETT, DANIEL",CSKA Moscow,10,Guard,1.96,1987-12-19,Italy
BZK,2003,"HAFNAR, GREGOR",,,,,1977-01-19,Slovenia
KMF,2008,"HAGAG, DROR",Maccabi Electra,14,Guard,1.78,1978-12-31,Israel
BBS,2001,"HAGGINAS, SAM",Peristeri,13,Forward,2.06,1979-11-03,United States of America
001909,2009,"HAIN, DANIEL",EWE Baskets,19,Guard,1.95,1985-07-19,Germany
002856,2013,"HAIRSTON, MALIK",Galatasaray Liv Hospital Istanbul,8,Forward,1.98,1987-02-23,United States of America
KMV,2010,"HAISLIP, MARCUS",Caja Laboral Vitoria,22,Forward,2.07,1980-12-22,United States of America
003926,2014,"HAKANSON, LUDDE",FC Barcelona,6,Guard,1.9,1996-03-22,Sweden
000691,2007,"HALE, RONALD",Chorale Roanne,6,Forward,2.03,1977-11-05,United States of America
003538,2011,"HALILOVIC, MIRALEM",Zagreb,6,Forward,2.09,1991-07-22,Bosnia and Herzegovina
011205,2021,"HALL, DEVON",AX Armani Exchange Milan,22,Guard,1.96,1995-07-07,United States of America
011196,2021,"HALL, DONTA",AS Monaco,45,Center,2.08,1997-08-07,United States of America
009578,2020,"HALL, LANGSTON",Crvena Zvezda mts Belgrade,1,Guard,1.92,1991-11-01,United States of America
001231,2009,"HALL, MIKE",Armani Jeans Milano,7,Forward,2.03,1984-06-05,United States of America
AOZ,2010,"HALPERIN, YOTAM",Olympiacos Piraeus,21,Guard,1.96,1984-01-24,Israel
JSS,2013,"HAMANN, STEFFEN",FC Bayern Munich,6,Guard,1.94,1981-06-14,Germany
AKK,2000,"HAMILTON, DERECK",Saint Petersburg Lions,11,Forward,2.0,1966-05-02,Israel
009782,2020,"HAMILTON, JOHNNY",Fenerbahce Beko Istanbul,2,Center,2.13,1994-02-03,Trinidad and Tobago
CSW,2011,"HAMILTON, JUSTIN",Belgacom Spirou Charleroi,7,Guard,1.9,1980-12-19,United States of America
004317,2014,"HAMILTON, LAMONT",Laboral Kutxa Vitoria,11,Center,2.08,1984-04-06,United States of America
BBG,2001,"HAMILTON, SHERMAN",Zalgiris,10,Guard,1.85,1972-04-23,Canada
JUH,2008,"HAMILTON, VENSON",Real Madrid,43,Center,2.07,1977-08-11,United States of America
ABE,2000,"HAMMINK, GERRIT",AEK Athens,8,Center,2.12,1969-04-12,Netherlands
001455,2014,"HAMMONDS, CLIFF",ALBA Berlin,25,Guard,1.9,1985-12-18,United States of America
LFN,2011,"HAMPL, TOMAS",Gescrap Bilbao Basket,10,Center,2.15,1988-07-18,Czech Republic
LCD,2005,"HANDLOGTEN, BENJAMIN",,,,,1973-11-16,United States of America
005099,2021,"HANGA, ADAM",Real Madrid,8,Forward,2.0,1989-04-12,Hungary
006598,2015,"HANLAN, OLIVIER",Zalgiris Kaunas,21,Guard,1.93,1993-02-15,Canada
006402,2018,"HANNAH, CLEVIN",Herbalife Gran Canaria,5,Guard,1.79,1987-11-15,United States of America
003500,2014,"HANSBROUGH, BEN",Laboral Kutxa Vitoria,23,Guard,1.9,1987-12-23,United States of America
ABF,2000,"HANSELL, STEVEN",AEK Athens,6,Guard,1.96,1975-02-17,England
JKM,2010,"HANSEN, TRAVIS",Khimki Moscow Region,6,Guard,1.98,1978-04-15,United States of America
010786,2021,"HANZLIK, ONDREJ",Bitci Baskonia Vitoria-Gasteiz,3,Forward,2.0,2002-03-02,Czech Republic
009864,2019,"HAPP, ETHAN",Olympiacos Piraeus,22,Center,2.08,1996-05-07,United States of America
004902,2016,"HARANGODY, LUKE",Darussafaka Dogus Istanbul,81,Forward,2.03,1988-01-02,United States of America
003534,2014,"HARARI, ARAD",Maccabi Electra Tel Aviv,14,Guard,1.96,1994-09-23,Israel
BCM,2007,"HARISSIS, CHRISTOS",Prokom Trefl Sopot,10,Guard,1.88,1976-07-09,Greece
001711,2009,"HARRINGTON, JUNIOR",Asseco Prokom,11,Guard,1.93,1980-10-02,United States of America
005460,2017,"HARRIS, ELIAS",Brose Bamberg,20,Forward,2.03,1989-07-06,Germany
008930,2020,"HARRISON, AARON",Olympiacos Piraeus,2,Guard,1.98,1994-10-28,United States of America
009473,2018,"HARRISON, ANDREW",Khimki Moscow Region,11,Guard,1.98,1994-10-28,United States of America
BLF,2006,"HARRISON, CLINT",Pau-Orthez,5,Forward,1.94,1976-09-23,United States of America
005846,2016,"HARTENSTEIN, ISAIAH",Zalgiris Kaunas,55,Forward,2.1,1998-05-05,Germany
010068,2021,"HARTMANN, SEBASTIAN",FC Bayern Munich,42,Guard,1.91,2004-09-20,Germany
LBL,2005,"HATTON, ROBERT",Strasbourg,5,Guard,1.87,1976-10-11,United States of America
BCS,2008,"HATZIVRETTAS, NIKOS",Panathinaikos Athens,10,Guard,1.95,1977-05-26,Greece
KMO,2007,"HAUER, SAJMEN",Brose Baskets,5,Guard,1.93,1988-03-14,Germany
KZA,2010,"HAWKINS, DAVID",Armani Jeans,,Milano,1.93,1982-10-28,United States of America
AXV,2002,"HAWKINS, MICHAEL",Real Madrid,5,Guard,1.81,1972-10-28,United States of America
010390,2020,"HAYES, KEVARRIUS",LDLC ASVEL Villeurbanne,13,Forward,2.05,1997-03-05,United States of America
008962,2021,"HAYES-DAVIS, NIGEL",FC Barcelona,14,Forward,2.03,1994-12-16,United States of America
003601,2015,"HAYNES, MARQUEZ",Panathinaikos Athens,0,Guard,1.88,1986-12-19,United States of America
011201,2021,"HAZER, SEHMUS",Fenerbahce Beko Istanbul,2,Guard,1.93,1999-02-15,Turkey
006420,2017,"HECKMANN, PATRICK",Brose Bamberg,33,Forward,1.98,1992-02-27,Germany
JST,2005,"HELMANIS, UVIS",GHP Bamberg,9,Center,,1972-06-10,Latvia
002833,2015,"HENDRIX, RICHARD",Unicaja Malaga,7,Center,2.06,1986-11-15,United States of America
AOS,2001,"HENEFELD, NADAV",Maccabi Elite,4,Forward,2.0,1968-06-19,Israel
AEM,2000,"HENLAN, MARTIN",Haribo London Towers,12,Center,2.11,1966-05-25,United Kingdom
ALM,2001,"HENNEN, DOMINIK",Opel Skyliners,5,Forward,2.01,1981-08-07,Germany
009930,2020,"HENNINGSSON, HILMAR",Valencia Basket,44,Guard,1.9,2000-09-03,Iceland
006754,2021,"HENRY, PIERRIA",Fenerbahce Beko Istanbul,20,Guard,1.93,1993-01-20,United States of America
AEN,2001,"HENRY, WAYNE",Kinder London Towers,10,Forward,1.98,1975-01-01,United Kingdom
LLY,2008,"HERBER, JOHANNES",Alba Berlin,5,Guard,1.97,1983-01-17,Germany
008780,2020,"HERMANNSSON, MARTIN",Valencia Basket,24,Guard,1.9,1994-09-16,Iceland
000699,2008,"HERNANDEZ, ALEJANDRO",Regal FC Barcelona,0,Guard,1.9,1987-12-03,Spain
BCD,2002,"HERNANDEZ, EDUARDO",Tau Ceramica,15,Forward,1.98,1975-01-11,Spain
AMP,2012,"HERNANDEZ-SONSECA, EDU",Laboral Kutxa Vitoria,12,Center,2.12,1983-06-21,Spain
003196,2015,"HERNANGOMEZ, WILLY",Real Madrid,41,Center,2.09,1994-05-27,Spain
AIR,2004,"HERREROS, ALBERTO",Real Madrid,11,Forward,1.98,1969-04-20,Spain
BRQ,2009,"HERRMANN, WALTER",Caja Laboral,35,Forward,2.02,1979-06-26,Argentina
LIM,2018,"HERSEK, BARIS",Fenerbahce Beko Istanbul,5,Forward,2.08,1988-03-26,Turkey
001836,2009,"HERVE, WILLIAM",Entente Orleanaise,6,Guard,2.0,1990-02-12,France
CRF,2011,"HERVELLE, AXEL",Gescrap Bilbao Basket,17,Forward,2.05,1983-05-12,Belgium
002334,2012,"HERWIG, DAVID",Alba Berlin,21,Guard,1.93,1993-04-21,Germany
TEV,2007,"HESS, ADAM",Chorale Roanne,34,Forward,2.01,1981-04-04,United States of America
AEO,2000,"HESTER, JERRY",Haribo London Towers,8,Forward,1.98,1975-01-01,United States of America
004431,2013,"HETTSHEIMEIR, RAFAEL",Unicaja Malaga,30,Center,2.08,1986-06-16,Spain
KLT,2021,"HEURTEL, THOMAS",Real Madrid,4,Guard,1.89,1989-04-10,France
002818,2011,"HEYTVELT, JOSH",Zagreb,42,Forward,2.11,1986-06-26,United States of America
003108,2021,"HEZONJA, MARIO",UNICS Kazan,11,Forward,2.03,1995-02-25,Croatia
ASP,2001,"HICKEY, PHILIP",Kinder London Towers,12,Center,2.11,1977-01-01,United States of America
004159,2017,"HICKMAN, RICKY",Brose Bamberg,2,Guard,1.89,1985-09-01,United States of America
006450,2021,"HIGGINS, CORY",FC Barcelona,22,Guard,1.95,1989-06-14,United States of America
001860,2011,"HILL, CHRIS",Belgacom Spirou Charleroi,4,Guard,1.91,1983-02-21,United States of America
AAF,2000,"HILL, KRIS",Ovarense Aerosoles,11,Center,2.05,1972-07-02,United States of America
AQK,2003,"HILL, KYLE",AEK Athens,10,Guard,1.88,1979-04-07,United States of America
AAR,2000,"HILL, RICO",Adecco Estudiantes,8,Forward,1.96,1977-02-14,United States of America
008989,2021,"HILLIARD, DARRUN",FC Bayern Munich,32,Guard,1.98,1993-04-13,United States of America
002812,2021,"HINES, KYLE",AX Armani Exchange Milan,42,Center,1.98,1986-09-02,United States of America
000661,2008,"HITE, ROBERT",Tau Ceramica,6,Guard,1.88,1984-01-12,United States of America
008041,2017,"HLINASON, TRYGGVI",Valencia Basket,51,Center,2.15,1997-10-28,Iceland
005128,2018,"HOBBS, BRAYDON",FC Bayern Munich,3,Guard,1.96,1989-05-17,United States of America
004271,2013,"HODGE, WALTER",Laboral Kutxa Vitoria,15,Guard,1.82,1986-09-21,United States of America
BAG,2001,"HOFFMAN, PETER",Asvel Basket,14,Forward,1.98,1969-08-10,United States of America
002813,2010,"HOFFMANN, FELIX",Brose Baskets Bamberg,0,Forward,1.95,1989-07-11,Germany
BCG,2001,"HOGER, IVO",Union Olimpija,,Center,2.25,1982-09-17,Czech Republic
BDS,2002,"HOLCOMB, RANDY",Idea Slask,14,Forward,2.04,1979-08-08,United States of America
AQO,2010,"HOLDEN, JR",CSKA Moscow,10,Guard,1.85,1976-08-10,Russian Federation
TGL,2007,"HOLLAND, DELONTE",Virtus VidiVici,5,Forward,1.98,1982-03-02,United States of America
009917,2021,"HOLLINS, AUSTIN",Crvena Zvezda mts Belgrade,14,Guard,1.93,1991-11-08,United States of America
007434,2016,"HOLMES, JONATHAN",FC Barcelona Lassa,3,Forward,2.04,1992-12-09,United States of America
000654,2009,"HOMAN, JARED",Maroussi,9,Center,2.08,1983-03-06,United States of America
005800,2017,"HONEYCUTT, TYLER",Khimki Moscow Region,2,Forward,2.03,1990-07-15,United States of America
CDE,2003,"HOOD, DEREK",Asvel Basket,30,Center,2.03,1976-12-22,United States of America
004998,2013,"HOPSON, SCOTTY",Anadolu Efes Istanbul,32,Forward,2.01,1989-08-08,United States of America
LUI,2007,"HOSKIN, SAM",Cibona,15,Forward,2.05,1979-12-29,United States of America
001196,2008,"HOSLEY, QUINTON",Real Madrid,14,Forward,1.98,1984-03-25,United States of America
000943,2010,"HOTIC, KEREM",Fenerbahce Ulker Istanbul,34,Forward,1.97,1993-04-25,Turkey
009088,2021,"HOUINSOU, KYMANY",LDLC ASVEL Villeurbanne,28,Guard,1.96,2004-01-06,France
002830,2010,"HOUMOUNOU, MEREDIS",Cholet Basket,8,Guard,1.88,1988-11-28,France
000425,2011,"HOUNHANOU, SENNA",Belgacom Spirou Charleroi,0,Guard,1.92,1990-06-05,Belgium
BSF,2006,"HOUSE, FRED",Tau Ceramica Vitoria-Gasteiz,32,Guard,1.93,1978-01-04,United States of America
004430,2012,"HOUSTON, KEVIN",Elan Chalon-Sur-Saone,20,Guard,1.78,1985-06-21,United States of America
003416,2015,"HOWARD, MATT",Strasbourg,54,Forward,2.03,1989-01-23,United States of America
002534,2021,"HOWARD, WILLIAM",LDLC ASVEL Villeurbanne,25,Forward,2.03,1993-10-25,France
001210,2015,"HRYCANIUK, ADAM",Stelmet Zielona Gora,34,Center,2.06,1984-03-15,Poland
JUJ,2018,"HUERTAS, MARCELINHO",KIROLBET Baskonia Vitoria-Gasteiz,9,Guard,1.9,1983-05-25,Italy
BWE,2003,"HUERTAS, RAFAEL",,,,,1984-08-02,Spain
009723,2019,"HUESTIS, JOSHUA",FC Bayern Munich,34,Forward,2.01,1991-12-19,United States of America
AOV,2001,"HUFFMAN, NATE",Maccabi Elite,7,Center,2.16,1975-04-02,United States of America
AVQ,2001,"HUGGINS, ROGER",Spirou Basket,11,Forward,2.01,1967-09-05,United Kingdom
APY,2008,"HUKIC, JASMIN",Union Olimpija,13,Forward,2.02,1979-08-15,Bosnia and Herzegovina
002747,2010,"HULSEN, GAEL",Spirou Charleroi,16,Guard,1.92,1990-11-27,Belgium
006462,2015,"HUMMEL, ROBBIE",EA7 Emporio Armani Milan,24,Forward,2.03,1989-03-08,United States of America
LBM,2005,"HUNTER, BRANDON",Panathinaikos,18,Forward,2.01,1980-11-24,United States of America
005160,2021,"HUNTER, OTHELLO",FC Bayern Munich,8,Center,2.03,1986-05-28,United States of America
007018,2015,"HUNTER, VINCE",Panathinaikos Athens,32,Forward,2.03,1994-08-05,United States of America
KCH,2009,"HUTSON, ANDRE",Lottomatica Roma,9,Forward,2.02,1979-01-12,United States of America
BWN,2003,"HYZY, RADOSLAW",Idea Slask,8,Forward,2.03,1977-02-08,Poland
000087,2007,"IAIA, LIVIO",AJ Milano,15,Center,2.05,1990-09-30,Italy
002456,2009,"IANES, LUCA",Armani Jeans Milano,14,Forward,2.02,1980-11-25,Italy
002817,2010,"IANNILLI, ANDREA",Lottomatica Roma,25,Forward,2.07,1984-03-19,Italy
000843,2009,"IANNUZZI, ANTONIO",Montepaschi Siena,19,Forward,2.07,1991-04-21,Italy
CCO,2003,"IANNUZZI, MICHELE",Lottomatica Roma,,Center,2.1,1984-12-15,Italy
001863,2010,"IAROCHEVITCH, IOANN",Spirou Charleroi,13,Center,2.07,1989-05-31,Belgium
003583,2011,"IBAKA, SERGE",Real Madrid,24,Forward,2.08,1989-09-18,Spain
007300,2017,"IBANEZ, JOSE LUIS",Unicaja Malaga,1,Guard,1.96,2000-04-21,Spain
ACH,2001,IBEJA AGI,Peristeri,8,Center,2.13,1981-07-01,Greece
BRS,2016,"IDBIHI, YASSIN",Brose Bamberg,34,Center,2.08,1983-07-24,Germany
CFQ,2003,"IDES, MARTIN",Benetton Basket,19,Center,2.17,1980-05-03,Czech Republic
002140,2010,"IDOMENEE, KEVIN",Cholet Basket,0,Guard,1.84,1991-04-29,France
004330,2013,"IEGOROV, VOLODYMYR",Budivelnik Kiev,9,Forward,2.0,1991-03-23,Ukraine
BWO,2003,"IGNERSKI, MICHAL",Idea Slask,11,Forward,2.06,1980-08-13,Poland
KRF,2007,"ILIADIS, SAVVAS",Aris TT Bank,10,Guard,1.92,1979-11-06,Greece
006561,2018,"ILIC, ALEKSA",Buducnost VOLI Podgorica,13,Forward,2.04,1996-09-17,Montenegro
APS,2012,"ILIEVSKI, VLADO",Cedevita Zagreb,16,Guard,1.88,1980-01-19,North Macedonia
002618,2015,"ILNITSKIY, STANISLAV",Khimki Moscow Region,11,Forward,2.0,1994-02-24,Russian Federation
JKK,2004,"ILUNGA, OLIVIER",Benetton Basket,6,Guard,,1984-03-13,Sweden
008282,2019,"ILYASOGLU, OMERCAN",Anadolu Efes Istanbul,10,Guard,1.95,2001-01-01,Turkey
JKP,2011,"ILYASOVA, ERSAN",Anadolu Efes Istanbul,21,Forward,2.07,1987-05-15,Turkey
005200,2013,"IMHOFF, ARNAUD",Strasbourg,19,Guard,1.85,1993-04-15,France
AYN,2001,"INGE, KENNETH",Zalgiris,8,Forward,2.04,1978-06-08,United States of America
003062,2013,"INGLES, JOE",Maccabi Electra Tel Aviv,8,Forward,2.03,1987-10-02,Australia
000838,2010,"INGROSSO, TOMMASO",Montepaschi Siena,18,Forward,2.05,1992-06-09,Italy
001903,2010,"ISIK, ALI",Efes Pilsen Istanbul,44,Forward,2.05,1990-07-01,Turkey
AIS,2007,"ITURBE, IKER",Real Madrid,18,Forward,2.0,1976-07-10,Spain
LGL,2006,"IVANOV, ANDREI",Dynamo Moscow,5,Forward,1.97,1984-04-21,Russian Federation
001266,2012,"IVANOV, DEJAN",Lietuvos Rytas Vilnius,44,Forward,2.05,1986-03-18,Bulgaria
003332,2021,"IVANOVIC, NIKOLA",Crvena Zvezda mts Belgrade,20,Guard,1.91,1994-02-19,Montenegro
CRA,2003,"IVANOVIC, STEFAN",,,,,1986-08-20,Serbia
ATM,2003,"IVASKOVIC, IGOR",KRKA Novo Mesto,8,Guard,1.96,1983-05-09,Slovenia
005154,2019,"IVERSON, COLTON",Zenit St Petersburg,4,Center,2.13,1989-06-29,United States of America
002072,2021,"IVLEV, VLADIMIR",CSKA Moscow,8,Center,2.07,1990-02-28,Russian Federation
000753,2012,"JAABER, IBRAHIM",Zalgiris Kaunas,5,Guard,1.88,1984-02-03,United States of America
003413,2019,"JACKSON, AARON",Maccabi FOX Tel Aviv,9,Guard,1.9,1986-05-06,United States of America
KGX,2004,"JACKSON, DAVID LEE",Ulker,16,Guard,1.95,1978-09-21,United States of America
000229,2019,"JACKSON, EDWIN",LDLC ASVEL Villeurbanne,1,Forward,1.9,1989-09-18,France
DIB,2003,"JACKSON, GERMAINE",Benetton Basket,13,Guard,1.93,1976-06-07,United States of America
000126,2007,"JACKSON, MARC",Olympiacos,25,Center,2.06,1975-01-16,United States of America
005112,2020,"JACKSON, PIERRE",Panathinaikos OPAP Athens,55,Guard,1.8,1991-08-29,United States of America
BJD,2005,"JACKSON, STANLEY",Strasbourg,23,Guard,1.91,1970-10-14,United States of America
KNK,2013,"JACOBSEN, CASEY",Brose Baskets Bamberg,23,Guard,1.98,1981-03-19,United States of America
000266,2008,"JACQUES, YOHANN",SLUC Nancy,16,Forward,2.03,1990-02-14,France
002746,2011,"JADIN, AMAURY",Belgacom Spirou Charleroi,11,Guard,1.89,1986-08-10,Belgium
000592,2014,"JAGLA, JAN",FC Bayern Munich,45,Forward,2.13,1981-06-25,Germany
004397,2020,"JAGODIC-KURIDZA, MARKO",Crvena Zvezda mts Belgrade,21,Forward,2.05,1987-05-15,Serbia
CLR,2011,"JAGODNIK, GORAN",Union Olimpija Ljubljana,12,Forward,2.02,1974-05-23,Slovenia
002581,2013,"JAITEH, MAM",JSF Nanterre,8,Center,2.08,1994-11-27,France
005422,2015,"JALLOW, KARIM",FC Bayern Munich,35,Guard,1.98,1997-04-13,Germany
AOG,2000,"JAMES, JEROME",Buducnost,16,Center,2.16,1975-11-17,United States of America
005985,2021,"JAMES, MIKE",AS Monaco,55,Guard,1.85,1990-08-18,United States of America
001335,2015,"JAMES, SHAWN",Olympiacos Piraeus,3,Center,2.08,1983-09-10,United States of America
JHU,2004,"JAMISON, HAROLD",Prokom Trefl Sopot,14,Center,2.04,1976-11-20,United States of America
LCW,2009,"JANAVICIUS, ZYGIMANTAS",Zalgiris Kaunas,10,Guard,1.92,1989-02-20,Lithuania
JYY,2006,"JANICENOKS, KRISTAPS",Climamio Bologna,12,Guard,1.95,1983-03-14,Latvia
KWL,2005,"JANKAUSKAS, GIEDRIUS",Lietuvos Rytas,14,Forward,2.07,1981-01-26,Lithuania
AMN,2001,"JANKE, INGMAR",Opel Skyliners,,Center,2.07,1981-01-08,Germany
007961,2017,"JANKOVIC, STEFAN",Crvena Zvezda mts Belgrade,16,Center,2.11,1993-08-04,Serbia
